_id,rata,ente,descrizione,cod_tipoimposta,tipo_imposta,cod_imposta,imposta,spesa,aggregation-time,area_geografica,note,fonte_dato,Tipo Imposta,SPESA TOTALE,2cod_imposta,cod imposta ext,ente%code
6731590c568f146439948fe8,202410,17,CONSIGLIO DI STATO E T.A.R.,3,Previdenziali,14,Previdenziali a carico del lavoratore,1343219.69,2024-11-11T02:00:28.485,Centro,,,Previdenziali,1343219.69,14,14,17
6667a4b7262bc331bdcd0b43,202405,970,PARCO DEL CIRCEO,2,Erariali,6,IRAP,1138.57,2024-06-11T03:01:23.745,Isole,,,Erariali,1138.57,6,6,970
663ec5eb3f62190222cfb554,202404,23,AGENZIA PER LE EROGAZIONI IN AGRICOLTURA,4,Varie,10,Ritenute Sindacali,1366.8199999999986,2024-05-11T03:01:07.269,Isole,,,Varie,1366.8199999999986,10,10,23
668f34119b1c1405cffd2dcf,202406,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,3,Previdenziali,14,Previdenziali a carico del lavoratore,11366985.84,2024-07-11T03:01:16.866,Isole,,,Previdenziali,11366985.84,14,14,2
659f417b9b1c14690c5c41de,202312,953,ANPAL - AGENZIA NAZIONALE PER LE POLITICHE ATTIVE DEL LAVORO,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,523698.87999999797,GEN 11 2024,Centro,,,Previdenziali,523698.87999999797,13,13,953
66e0ee5bf458af54a5dbc75b,2024-08,17,,4,Varie,12,Altre voci,4294.21,2024-09-11T03:01:11.704,Sud,,,Varie,4294.21,12,12,17
6731590b5c833340b426ae98,202410,4056,AGENZIA PER L'ITALIA DIGITALE,2,Erariali,7,Addizionali Regionali,13252.19,2024-11-11T02:00:28.485,Centro,,,Erariali,13252.19,7,7,4056
663ec5f43f62190222cfb750,202404,977,COMUNE DI SERRENTI,3,Previdenziali,//, ,19133.690000000013,2024-05-11T03:01:07.269,,,,Previdenziali,19133.690000000013,13,13,977
6731590c568f146444a34e5f,202410,816,COMUNE DI CAROSINO,2,Erariali,8,Addizionali Comunali,345.9599999999999,2024-11-11T02:00:28.485,,,,Erariali,345.9599999999999,8,8,816
66e0ee5cf458af5423ceb4de,202408,8,MINISTERO DEL LAVORO E DELLE POLITICHE SOCIALI,3,Previdenziali,14,Previdenziali a carico del lavoratore,256549.08,2024-09-11T03:01:11.704,,,,Previdenziali,256549.08,14,14,8
6667a4b7262bc331bdcd0b2a,202405,966,ANSFISA - AGENZIA NAZIONALE PER LA SICUREZZA DELLE FERROVIE E DELLE INFRASTRUTTURE STRADALI E AUTOSTRADALI,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,431672.97999999713,2024-06-11T03:01:23.745,,,,Previdenziali,431672.97999999713,13,13,966
668f34079b1c1405cffd2c8c,202406,13,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,3614689.64,2024-07-11T03:01:16.866,Isole,,,Previdenziali,3614689.64,13,13,13
659f417b9b1c14690c5c41fb,202312,7,MINISTERO DEGLI AFFARI ESTERI E DELLA COOPERAZIONE INTERNAZIONALE,4,Varie,12,Altre voci,113048.48,2024-01-11T02:01:40.336,Isole,,,Varie,113048.48,12,12,7
66bf60490377f64b681b516f,202407,17,CONSIGLIO DI STATO E T.A.R.,4,Varie,11,Prestiti,66156.66,2024-08-16T16:11:01.334,Nord,,,Varie,66156.66,11,11,17
668f34110377f62206882c7b,202406,816,COMUNE DI CAROSINO,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,12462.020000000011,2024-07-11T03:01:16.866,Sud,,,Previdenziali,12462.020000000011,13,13,816
668f34080377f62206882bdf,202406,959,AUTORITA' DI BACINO DISTRETTUALE DEL FIUME PO,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,54177.38999999974,2024-07-11T03:01:16.866,Centro,,,Previdenziali,54177.38999999974,13,13,959
66bf60490377f64b681b50ec,202407,5,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,4,Varie,12,Altre voci,18601.72,2024-08-16T16:11:01.334,Sud,,,Varie,18601.72,12,12,5
65ee5ac7eb0f334c8d2b5b2b,202402,950,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO ,1,Netto,15,Netto,922353.6088,2024/03/11,,,,Netto,916336.84,15,15,950
6731590c568f146446645d39,2024-10,28,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,1425496.2800000915,2024-11-11T02:00:28.485,Nord,,,Previdenziali,1425496.2800000915,13,13,28
6731590c568f146446645cf5,202410,945,ENTE PARCO NAZIONALE DEL GRAN SASSO E MONTI DELLA LAGA,4,Varie,12,Altre voci,13.9,2024-11-11T02:00:28.485,Sud,,,Varie,13.9,12,12,945
659f417b9b1c14690c5c41f3,202312,867,AGENZIA ITALIANA DEL FARMACO - AIFA,3,Previdenziali,14,Previdenziali a carico del lavoratore,622919.0199999938,2024-01-11T02:01:40.336,Centro,,,Previdenziali,622919.0199999938,14,14,867
663ec5f43f62190222cfb723,202404,31,INVALSI,4,Varie,11,Prestiti,3610.2299999999996,2024-05-11T03:01:07.269,Nord,,,Varie,3610.2299999999996,11,11,31
6731590b5c833340b426aeb8,202410,?,MINISTERO DELLA GIUSTIZIA,2,Erariali,5,IRPEF,75904737.16,2024-11-11T02:00:28.485,Centro,,,Erariali,75904737.16,5,5,9
661738e6262bc367cf0df84c,202403,16,C.N.E.L.- CONSIGLIO NAZIONALE DELL'ECONOMIA E DEL LAVORO,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,56417.71,2024-04-11T03:00:48.766,Centro,,,Previdenziali,56417.71,13,13,16
65c81f2bf458af1d35de6278,202401,8017,AGENZIA DEL DEMANIO,4,Varie,null,Ritenute Sindacali,4981.60999999999,2024-02-11T02:01:21.381,Centro,,,Varie,4981.60999999999,10,10,8017
66bf60490377f64b681b511f,202407,964,COMUNE DI CARAVAGGIO,4,Varie,9,Riscatti,95.6,2024-08-16T16:11:01.334,Centro,,,Varie,95.6,9,9,964
6667a4b7262bc331bdcd0ba9,202405,21, ,4,Varie,12,Altre voci,143420.2599999992,2024-06-11T03:01:23.745,Isole,,,Varie,143420.2599999992,12,12,21
668f34090377f62206882c1e,202406,957,ORDINE DOTT. COMMERCIALISTI ED ESPERTI CONTABILI DI VERONA,2,Assistenziali,5,IRPEF,2178.5099999999998,2024-07-11T03:01:16.866,,,,Erariali,2178.5099999999998,5,5,957
663ec5f33f62190222cfb62b,APR-2024,971,ARPAL PUGLIA,2,Erariali,5,IRPEF,232264.17999999784,2024-05-11T03:01:07.269,,,,Erariali,232264.17999999784,5,5,971
6731590b5c833340b426aec6,Rata 2024,32,ISTITUTO SUPERIORE DI SANITA',2,Erariali,7,Addizionali Regionali,230649.85999999984,2024-11-11T02:00:28.485,Nord,,,Erariali,230649.85999999984,7,7,32
659f41739b1c14690c5c418c,202312,959,NULL,4,Varie,12,Altre voci,3298.279999999999,2024-01-11T02:01:40.336,Nord,,,Varie,3298.279999999999,12,12,959
66bf60530377f64b679f28f1,202407,4056,AGENZIA PER L'ITALIA DIGITALE,3,Previdenziali,14,Previdenziali a carico del lavoratore,49451.14999999993,2024-08-16T16:11:01.334,Sud,,,Previdenziali,49451.14999999993,14,14,4056
66e0ee5df458af5423ceb513,202408,971,ARPAL PUGLIA,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,1520226.1700001326,2024-09-11T03:01:11.704,Sud,,,Previdenziali,1520226.1700001326,13,13,971
663ec5f43f62190222cfb6fa,202404,898,ENTE STRUMENTALE ALLA CROCE ROSSA ITALIANA,2,Erariali,8,Addizionali Comunali,848.53,2024-05-11T03:01:07.269,Isole,,,Erariali,848.53,8,8,898
65ee5ac4f458af56d2af52b5,FEB-2024,954,ISPETTORATO NAZIONALE DEL LAVORO,1,Previdenziali,15,Netto,10771102.13,2024-03-11T02:01:04.421,Centro,,,Netto,10771102.13,15,15,954
66bf60530377f64b679f2902,Rata 2024,25,ARCHIVI NOTARILI,2,Erariali,8,Addizionali Comunali,10383.240000000003,2024-08-16T16:11:01.334,Sud,,,Erariali,10383.240000000003,8,8,25
65c81f2c3f62191d310d64dc,202401,953,ANPAL - AGENZIA NAZIONALE PER LE POLITICHE ATTIVE DEL LAVORO,2,Erariali,5,IRPEF,173129.23000000033,2024-02-11T02:01:21.381,Centro,,,Erariali,173129.23000000033,5,5,953
668f34080377f62206882bee,202406,19,MINISTERO UNIVERSITA' E RICERCA,4,Varie,10,Ritenute Sindacali,50069.08,2024-07-11T03:01:16.866,,,,Varie,50069.08,10,10,19
668f34120377f62206882ca1,202406,25,ARCHIVI NOTARILI,3,Previdenziali,14,Previdenziali a carico del lavoratore,340888.65999999794,11/07/2024,Isole,,,Previdenziali,340888.65999999794,14,14,25
66bf60530377f64b679f28d7,202407,834,COMUNE DI MONTORFANO,2,Erariali,6,IRAP,1993.8800000000006,2024-08-16T16:11:01.334,Sud,,,Erariali,1993.8800000000006,6,6,834
663ec5ea3f62190222cfb4c7,202404,22,AGENZIA DELLE ENTRATE,4,Varie,12,Altre voci,420118.93000000657,11/05/2024,,,,Varie,420118.93000000657,12,12,22
671a780de28f8d6b0a19d275,2024-09,43,SCUOLA NAZIONALE DELL'AMMINISTRAZIONE,1,Netto,15,Netto,32634.03,2024-10-24T18:30:35.560,Centro,,,Netto,32634.03,15,15,43
671a7806e28f8d6b0a19d177,202409,974,null,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,342712.36000000505,2024-10-24T18:30:35.560,Centro,,,Previdenziali,342712.36000000505,13,13,974
65ee5ac7eb0f334c8d2b5b12,202402,971,ARPAL PUGLIA,4,Varie, ,Altre voci,8896.020000000062,2024-03-11T02:01:04.421,Isole,,,Varie,8896.020000000062,12,12,971
661738e5262bc367a235043b,202403,3,,4,Varie,,Ritenute Sindacali,344824.25,2024-04-11T03:00:48.766,Nord,,,Varie,344824.25,10,10,3
663ec5f33f62190222cfb639,202404,9,MINISTERO DELLA GIUSTIZIA,1,Netto,15,Netto,€217603337.77,11.05.2024,Nord,,,Netto,€217603337.77,15,15,9
659f417c9b1c1468e2e39a4c,202312,18,CORTE DEI CONTI,2,Erariali,7,Addizionali Regionali,4757.79,2024-01-11T02:01:40.336,,,,Erariali,4757.79,7,7,18
65c81f2b3f62191d044e2ab9,202401,28,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,4,Varie,9,Riscatti,2189.52,2024-02-11T02:01:21.381,Isole,,,Varie,2189.52,9,9,28
66e0ee5bf458af54a5dbc78a,202408,4,unknown,4,Varie,10,?,21473143.53,2024-09-11T03:01:11.704,Nord,,,Varie,21473143.53,10,10,4
661738e49b1c14196e7da2ef,202403,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,3,Previdenziali,14,Previdenziali a carico del lavoratore,9722285.82,2024-04-11T03:00:48.766,Isole,,,Previdenziali,9722285.82,14,14,2
66bf60490377f64b681b50ef,202407,17,CONSIGLIO DI STATO E T.A.R.,4,Varie,12,Altre voci,4237.66,2024-08-16T16:11:01.334,Sud,,,Varie,4237.66,12,12,17
663ec5eb3f62190222cfb59e,202404,917,AZIENDA SANITARIA LOCALE RIETI,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,1766700.42,2024-05-11T03:01:07.269,Sud,,,Previdenziali,1766700.42,13,13,917
663ec5eb3f62190222cfb55f,202404,31,INVALSI,2,Erariali,7,Addizionali Regionali,13422.990000000003,2024-05-11T03:01:07.269,Sud,,,Erariali,13422.990000000003,7,7,31
671a7805568f1404768e2adf,202409,10,MINISTERO DELLA SALUTE,4,Varie,10,Ritenute Sindacali,11374.28,2024-10-24T18:30:35.560,Centro,,,Varie,11374.28,10,10,10
659f417c9b1c14690c5c4227,202312,25,ARCHIVI NOTARILI,1,Netto,15,Netto,€1411731.02,11.01.2024,Sud,,,Netto,€1411731.02,15,15,25
6731590c568f146444a34e5e,202410,5,?,2,Erariali,5,IRPEF,2709498.54,2024-11-11T02:00:28.485,Isole,Verifica manuale,,Erariali,2709498.54,5,5,5
661738e49b1c1417e85d36a4,202403,32,ISTITUTO SUPERIORE DI SANITA',4,Varie,9,Riscatti,1840.1300000000003,2024-04-11T03:00:48.766,Sud,,,Varie,1840.1300000000003,9,9,32
65c81f2bf458af1d35de6267,202401,802,ARAN,1,Netto,15,?,87973.81,2024-02-11T02:01:21.381,Nord,,,Netto,87973.81,15,15,802
66bf60520377f64bd0cd25e3,202407,976,ISTITUTO MUSICALE PAREGGIATO DELLA VALLE D'AOSTA,3,Previdenziali, ,Previdenziali a carico del datore di lavoro,35269.28000000004,2024-08-16T16:11:01.334,Sud,,,Previdenziali,35269.28000000004,13,13,976
663ec5f33f62190222cfb657,202404,802,ARAN,4,Varie,10,Ritenute Sindacali,129.79,2024/05/11,,,,Varie,129.79,10,10,802
6667a4c1262bc331bdcd0c42,202405,914,AZIENDA SANITARIA LOCALE ROMA 3,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,2210619.74,2024-06-11T03:01:23.745,Centro,,,Previdenziali,2210619.74,13,13,914
65c81f2bf458af1d35de6289,202401,802,ARAN,4,Varie,12,Altre voci,1260.5,2024-02-11T02:01:21.381,,,,Varie,1260.5,12,12,802
663ec5f43f62190222cfb73a,202404,843,ANVUR(AGENZIA NAZ.VALUTAZIONE SIST.UNIVERSITARIO E RICERCA),2,Erariali,6,IRAP,17689.470000000027,2024-05-11T03:01:07.269,Centro,,,Erariali,17689.470000000027,6,6,843
65c81f2b3f62191d044e2aff,202401,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,4,Varie,12,Altre voci,549685.06,11.02.2024,,,,Varie,549685.06,12,12,2
66bf604a0377f64bd0cd2561,202407,19,MINISTERO UNIVERSITA' E RICERCA,3,Assistenziali,n.d.,Previdenziali a carico del datore di lavoro,9519123.59,2024-08-16T16:11:01.334,,,,Previdenziali,9519123.59,13,13,19
659f41719b1c1468e2e39948,202312,802,ARAN,4,Varie,11,Prestiti,724.1800000000001,2024-01-11T02:01:40.336,Isole,,,Varie,724.1800000000001,11,11,802
6731590b5c833340b426ae60,202410,8017,AGENZIA DEL DEMANIO,2,Erariali,5,IRPEF,947254.2699999994,2024-11-11T02:00:28.485,Sud,,,Erariali,947254.2699999994,5,5,8017
66e0ee65f458af5423ceb5c3,202408,867,AGENZIA ITALIANA DEL FARMACO - AIFA,2,Erariali,8,Addizionali Comunali,25674.329999999998,2024-09-11T03:01:11.704,Centro,,,Erariali,25674.329999999998,8,8,867
663ec5ea3f62190222cfb51c,202404,17,CONSIGLIO DI STATO E T.A.R.,2,Erariali,6,IRAP,865188.03,11.05.2024,Sud,,,Erariali,865188.03,6,6,17
65c81f2bf458af1d35de629e,202401,843,ANVUR(AGENZIA NAZ.VALUTAZIONE SIST.UNIVERSITARIO E RICERCA),2,Erariali,5,IRPEF,54472.64,2024-02-11T02:01:21.381,Sud,,,Erariali,54472.64,5,5,843
668f34079b1c1405cffd2cb2,202406,894,ENTE PARCO NAZIONALE DELL'ALTA MURGIA,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,13038.389999999998,2024-07-11T03:01:16.866,Isole,,,Previdenziali,13038.389999999998,13,13,894
668f34080377f62206882bd1,202406,964,COMUNE DI CARAVAGGIO,2,Erariali,6,IRAP,27478.56999999999,2024-07-11T03:01:16.866,Sud,,,Erariali,27478.56999999999,6,6,964
6731590b5c833340b426aee4,202410,912,ORDINE DEI MEDICI CHIRURGHI E DEGLI ODONTOIATRI DELLA PROVINCIA DI LATINA,2,Erariali,7,Addizionali Regionali,412.58,2024-11-11T02:00:28.485,,,,Erariali,412.58,7,7,912
671a7805568f1404768e2ae8,202409,44,MINISTERO DEL TURISMO,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,117771.4,24-10-24,Isole,,,Previdenziali,117771.4,13,13,44
65c81f2c3f62191d310d64bc,202401,11,"MINISTERO DELL'AGRICOLTURA, DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE",4,Varie,12,Altre voci,203285.0,2024-02-11T02:01:21.381,Centro,,,Varie,203285.0,12,12,11
668f34119b1c1405cffd2dda,202406,963,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO MERIDIONALE,4,Varie,11,Prestiti,4885.780000000001,LUG 11 2024,Centro,,,Varie,4885.780000000001,11,11,963
661738e49b1c14196e7da2bb,202403,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,4,Varie,11,Prestiti,3535148.54,2024-04-11T03:00:48.766,Sud,,,Varie,3535148.54,11,11,2
661738e5262bc367a235042f,202403,938,ENTE PARCO NAZIONALE DELLA MAJELLA,4,Varie,12,Altre voci,1008.51,2024-04-11T03:00:48.766,Isole,,,Varie,1008.51,12,12,938
663ec5f43f62190222cfb6cc,202404,10,MINISTERO DELLA SALUTE,4,Varie,9,Riscatti,3601.44,2024-05-11T03:01:07.269,Nord,,,Varie,3601.44,9,9,10
661738e49b1c14196e7da32c,202403,18,CORTE DEI CONTI,4,Erariali,9,Riscatti,6974.11,2024-04-11T03:00:48.766,,,,Varie,6974.11,9,9,18
66bf60520377f64b679f28a3,202407,912,ORDINE DEI MEDICI CHIRURGHI E DEGLI ODONTOIATRI DELLA PROVINCIA DI LATINA,2,Erariali,8,Addizionali Comunali,143.67000000000002,2024-08-16T16:11:01.334,Centro,,,Erariali,143.67000000000002,8,8,912
66e0ee5cf458af54a5dbc7a7,202408,950,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,2,Erariali,7,Addizionali Regionali,17378.08000000001,2024-09-11T03:01:11.704,Nord,,,Erariali,17378.08000000001,7,7,950
65ee5ac5f458af56d2af5321,202402,13,N/A,4,Varie,9,Riscatti,4782.28,2024-03-11T02:01:04.421,,Da riconciliare,,Varie,4782.28,9,9,13
66e0ee64f458af5423ceb56b,202408,11,"MINISTERO DELL'AGRICOLTURA, DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE",4,Assistenziali,10,Ritenute Sindacali,11949.68,2024-09-11T03:01:11.704,Isole,,,Varie,11949.68,10,10,11
65c81f2b3f62191d044e2a8c,202401,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,3,Previdenziali,14,Previdenziali a carico del lavoratore,8630830.82,2024-02-11T02:01:21.381,Isole,,,Previdenziali,8630830.82,14,14,2
65ee5ac7eb0f334c8d2b5b5e,202402,17,CONSIGLIO DI STATO E T.A.R.,4,Varie,10,Ritenute Sindacali,9256.81,MAR 11 2024,Nord,,,Varie,9256.81,10,10,17
6667a4c1262bc331baee740c,202405,829,COMUNE DI MERCATO SAN SEVERINO,2,Erariali,6,IRAP,10902.62,GIU 11 2024,Nord,,,Erariali,10902.62,6,6,829
65c81f2c3f62191d310d64d0,202401,969,ORDINE DEGLI PSICOLOGI DEL LAZIO,2,Erariali,5,IRPEF,7661.429999999999,2024-02-11T02:01:21.381,Isole,,,Erariali,7661.429999999999,5,5,969
65ee5ac5f458af56d2af5348,Rata 2024,7,MINISTERO DEGLI AFFARI ESTERI E DELLA COOPERAZIONE INTERNAZIONALE,2,Erariali,7,Addizionali Regionali,20763.28,2024-03-11T02:01:04.421,,,,Erariali,20763.28,7,7,7
661738e49b1c14196e7da2fd,202403,6,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,1,Netto,15,Netto,3480859.96,2024-04-11T03:00:48.766,Sud,,,Netto,3480859.96,15,15,6
6731590b5c833340b426aeca,202410,1,MINISTERO DELL'ECONOMIA E FINANZE,2,Erariali,8,Addizionali Comunali,2224968.03,2024-11-11T02:00:28.485,Centro,,,Erariali,2224968.03,8,8,1
663ec5f23f62190222cfb5f6,202404,957,ORDINE DOTT. COMMERCIALISTI ED ESPERTI CONTABILI DI VERONA,2,Erariali,5,IRPEF,2174.5099999999998,2024-05-11T03:01:07.269,Sud,,,Erariali,2174.5099999999998,5,5,957
668f34079b1c1405cffd2cda,202406,13,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,3,Previdenziali,14,Previdenziali a carico del lavoratore,905632.88,2024-07-11T03:01:16.866,Sud,,,Previdenziali,905632.88,14,14,13
65c81f2b3f62191d044e2a7c,202401,1,MINISTERO DELL'ECONOMIA E FINANZE,2,Erariali,,Addizionali Regionali,N.D.,2024-02-11T02:01:21.381,Centro,,,Erariali,N.D.,7,7,1
65c81f2bf458af1d35de626f,202401,829,COMUNE DI MERCATO SAN SEVERINO,4,Varie,12,Altre voci,865.6599999999999,2024-02-11T02:01:21.381,Isole,,,Varie,865.6599999999999,12,12,829
671a780d568f1404768e2c20,202409,19,MINISTERO UNIVERSITA' E RICERCA,2,Erariali,8,Addizionali Comunali,315606.44,2024-10-24T18:30:35.560,Centro,,,Erariali,315606.44,8,8,19
671a7805568f1404768e2b81,202409,11,"MINISTERO DELL'AGRICOLTURA, DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE",2,Erariali,6,IRAP,656419.9,2024-10-24T18:30:35.560,Nord,,,Erariali,656419.9,6,6,11
659f41739b1c14690c5c4173,202312,11,"MINISTERO DELL'AGRICOLTURA, DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE",4,Varie,9,Riscatti,4533.88,2024-01-11T02:01:40.336,Centro,,,Varie,4533.88,9,9,11
65ee5ac7eb0f334c8d2b5b20,202402,843,ANVUR(AGENZIA NAZ.VALUTAZIONE SIST.UNIVERSITARIO E RICERCA),2,Erariali,6,IRAP,17842.08000000003,2024-03-11T02:01:04.421,Isole,,,Erariali,17842.08000000003,6,6,843
671a7805568f1404768e2b13,202409,867,AGENZIA ITALIANA DEL FARMACO - AIFA,4,Varie,9,Riscatti,961.56,2024-10-24T18:30:35.560,Sud,,,Varie,961.56,9,9,867
671a7805568f1404768e2ba5,202409,6,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,4,Varie,12,Altre voci,14241.46,2024-10-24T18:30:35.560,Sud,,,Varie,14241.46,12,12,6
6731590b5c833340b426aeec,OTT-2024,21,AGENZIA DELLE DOGANE,4,Varie,9,Riscatti,24366.27000000001,2024-11-11T02:00:28.485,Isole,,,Varie,24366.27000000001,9,9,21
659f41739b1c14690c5c4186,202312,971,ARPAL PUGLIA,2,Erariali,5,IRPEF,598359.2199999975,2024-01-11T02:01:40.336,Centro,,,Erariali,598359.2199999975,5,5,971
6667a4b6262bc331baee730a,202405,1,MINISTERO DELL'ECONOMIA E FINANZE,2,Erariali,8,Addizionali Comunali,2248822.87,2024-06-11T03:01:23.745,Sud,,,Erariali,2248822.87,8,8,1
66bf60490377f64b681b5137,202407,963,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO MERIDIONALE,2,Erariali,5,IRPEF,70856.04000000002,2024-08-16T16:11:01.334,Centro,,,Erariali,70856.04000000002,5,5,963
663ec5f33f62190222cfb63a,202404,973,COMUNE DI VASIA,1,Netto,15,Netto,6243.73,MAG 11 2024,Nord,,,Netto,6243.73,15,15,973
659f41729b1c1468e2e399ab,202312,845,COMUNE DI MONDAINO,2,Erariali,6,IRAP,5139.589999999999,2024-01-11T02:01:40.336,,,,Erariali,5139.589999999999,6,6,845
663ec5f43f62190222cfb70d,202404,822,REGIONE LAZIO,2,Erariali,7,Addizionali Regionali,496874.1699999995,2024-05-11T03:01:07.269,Centro,,,Erariali,496874.1699999995,7,7,822
66e0ee64f458af54a5dbc7f1,202408,971,ARPAL PUGLIA,1,Netto,15,Netto,"4198816,75",2024-09-11T03:01:11.704,Isole,,,Netto,"4198816,75",15,15,971
65c81f2bf458af1d35de6242,202401,17,CONSIGLIO DI STATO E T.A.R.,3,Previdenziali,14,Previdenziali a carico del lavoratore,989019.43,2024-02-11T02:01:21.381,Centro,,,Previdenziali,989019.43,14,14,17
66bf604a0377f64bd0cd2582,202407,973,COMUNE DI VASIA,3,Previdenziali,14,Previdenziali a carico del lavoratore,285.5099999999999,2024-08-16T16:11:01.334,Isole,,,Previdenziali,285.5099999999999,14,14,973
659f41739b1c14690c5c41a2,202312,43,SCUOLA NAZIONALE DELL'AMMINISTRAZIONE,4,Varie,12,Altre voci,7741.05,2024-01-11T02:01:40.336,Nord,,,Varie,7741.05,12,12,43
6667a4c1262bc331bdcd0c01,202405,28,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,2,Erariali,8,Addizionali Comunali,67961.57999999996,2024-06-11T03:01:23.745,Centro,,,Erariali,67961.57999999996,8,8,28
6667a4c1262bc331bdcd0bf4,202405,802,ARAN,4,Varie,11,Prestiti,724.1800000000001 EUR,2024-06-11T03:01:23.745,,,,Varie,724.1800000000001 EUR,11,11,802
66bf60490377f64b681b5116,202407,959,AUTORITA' DI BACINO DISTRETTUALE DEL FIUME PO,3,Assistenziali,13,Previdenziali a carico del datore di lavoro,53882.66999999973,2024-08-16T16:11:01.334,Sud,,,Previdenziali,53882.66999999973,13,13,959
661738e59b1c1417e85d36f8,202403,834,COMUNE DI MONTORFANO,4,Varie,11,Prestiti,565.95,2024-04-11T03:00:48.766,Isole,,,Varie,565.95,11,11,834
671a7806e28f8d6b0a19d1bc,202409,867,AGENZIA ITALIANA DEL FARMACO - AIFA,2,Erariali,8,Addizionali Comunali,25601.380000000005,OTT 24 2024,,,,Erariali,25601.380000000005,8,8,867
65ee5ac5f458af56d2af533b,202402,22,AGENZIA DELLE ENTRATE,1,Netto,-,Netto,61429246.6,2024-03-11T02:01:04.421,Centro,,,Netto,61429246.6,15,15,22
661738e59b1c1417e85d3767,202403,19,MINISTERO UNIVERSITA' E RICERCA,2,Previdenziali,6,IRAP,3702379.28,2024-04-11T03:00:48.766,Nord,,,Erariali,3702379.28,6,6,19
671a7805568f1404768e2af2,202409,4056,AGENZIA PER L'ITALIA DIGITALE,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,133104.73999999987,2024-10-24T18:30:35.560,Nord,,,Previdenziali,133104.73999999987,13,13,4056
661738e6262bc367cf0df817,202403,963,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO MERIDIONALE,4,Varie, ,Ritenute Sindacali,649.5799999999997,2024-04-11T03:00:48.766,Isole,,,Varie,649.5799999999997,10,10,963
668f34110377f62206882c76,202406,9,MINISTERO DELLA GIUSTIZIA,2,Erariali,6,IRAP,30434313.16,11-07-24,Sud,,Sistema legacy,Erariali,30434313.16,6,6,9
6731590c568f146439948fc5,202410,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,4,Assistenziali,9,Riscatti,57892.54,2024-11-11T02:00:28.485,Sud,,,Varie,57892.54,9,9,2
6731590c568f146439948feb,202410,8017,AGENZIA DEL DEMANIO,4,Varie,12,Altre voci,N.D.,2024-11-11T02:00:28.485,Nord,,,Varie,N.D.,12,12,8017
6731590b5c833340b426aee7,202410,19,MINISTERO UNIVERSITA' E RICERCA,2,Erariali,7,Addizionali Regionali,698857.2,2024-11-11T02:00:28.485,Centro,,,Erariali,698857.2,7,7,19
663ec5f33f62190222cfb620,202404,4056,AGENZIA PER L'ITALIA DIGITALE,1,Netto,15,Netto,334779.87,2024-05-11T03:01:07.269,Isole,,,Netto,334779.87,15,15,4056
66bf604a0377f64b679f286b,202407,816,COMUNE DI CAROSINO,3,Previdenziali,?,Previdenziali a carico del datore di lavoro,12552.480000000009,2024-08-16T16:11:01.334,Isole,,,Previdenziali,12552.480000000009,13,13,816
668f34090377f62206882c44,202406,8017,AGENZIA DEL DEMANIO,2,Erariali,5,IRPEF,1056514.2599999986,2024-07-11T03:01:16.866,Centro,,,Erariali,1056514.2599999986,5,5,8017
